"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.000517245842026545,78,148,1.43507145131565,"Path:hsa04723 Retrograde endocannabinoid signaling","http://www.genome.jp/kegg-bin/show_pathway?hsa04723 "," GNB5  ADCY1  MGLL  ADCY8  ADCY9  SLC32A1  MAPK14  FAAH  DAGLB  RIMS1  GABRA2  GABRA3  GABRA4  GABRA6  GABRB1  GABRB2  GABRD  GABRE  GABRG1  GNAI3  GNAO1  GNAQ  GNB1  GNB3  GNG3  GNG5  GNG11  GNGT1  GNGT2  GRIA2  GRIA4  GRM1  NDUFS7  KCNJ3  KCNJ9  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  GNG13  PLCB2  PLCB4  NDUFB11  PRKACG  PRKCG  MAPK1  MAPK3  MAPK13  NDUFA4L2  SLC17A7  SLC17A6  ABHD6  PTGS2  GNB4  MAPK12  DAGLA  CACNA1B  CACNA1D  CACNA1S"
0.000617147003041293,42,70,1.63377365226705,"Path:hsa05230 Central carbon metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05230 "," LDHAL6A  EGFR  ERBB2  AKT1  AKT2  FGFR1  FGFR3  FLT3  MTOR  GLS2  HIF1A  HK1  HK2  HK3  IDH1  IDH2  KIT  KRAS  NRAS  NTRK1  PDGFRA  PDGFRB  PDHA1  PDHA2  PDK1  PFKL  PGAM1  PGAM2  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PKM  MAPK1  MAPK3  MAP2K2  TIGAR  SLC1A5  SLC2A1  TP53  SLC7A5  PIK3R3"
0.000698711438563059,81,156,1.41384258369264,"Path:hsa04218 Cellular senescence","http://www.genome.jp/kegg-bin/show_pathway?hsa04218 "," RAD50  CDK2  CDK4  CDK6  CDKN2B  GADD45G  CHEK2  LIN54  MAPK14  RAD9B  HIPK4  GADD45A  E2F4  AKT1  AKT2  ETS1  RRAS2  MRAS  FBXW11  SIRT1  MTOR  SLC25A4  HUS1  IGFBP3  IL1A  IL6  CXCL8  KRAS  SMAD2  MDM2  MYBL2  GADD45B  NBN  ATM  NFKB1  NRAS  SERPINE1  CALML5  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PPP3CA  PPP3R1  MAPK1  MAPK3  LIN37  MAPK13  MAP2K2  MAP2K6  RAD1  RB1  RBL2  TRPV4  CCND1  RHEB  RRAS  MAPK12  ZFP36L1  ZFP36L2  TGFB1  TGFB3  TP53  TSC1  TSC2  VDAC3  CACNA1D  CALM3  CAPN1  CAPN2  SLC25A31  PIK3R3  CCNA1  CCNB1  CCND2  BTRC  CCNE1  CCNB2  CCNE2  CALML4  CDK1"
0.000773949150247638,52,92,1.5390621361936,"Path:hsa05222 Small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05222 "," CDK2  CDK4  CDK6  CDKN1B  CDKN2B  GADD45G  CKS1B  COL4A2  COL4A4  DDB2  GADD45A  AKT1  AKT2  LAMB4  APAF1  BIRC3  XIAP  ITGA2  ITGA2B  ITGA3  ITGAV  LAMA2  LAMA4  LAMA5  LAMB1  LAMC1  LAMC2  GADD45B  NFKB1  NFKBIA  NOS2  POLK  PIK3CA  PIK3CD  PIK3R1  PIK3R2  CYCS  PTGS2  PTK2  BAX  RARB  RB1  CCND1  SKP2  TP53  TRAF2  TRAF3  TRAF5  BIRC7  PIK3R3  CCNE1  CCNE2"
0.000773949150247638,45,77,1.59133797298738,"Path:hsa05412 Arrhythmogenic right ventricular cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05412 "," CACNG3  CACNG2  CTNNB1  DES  DSC2  DSG2  GJA1  CACNG4  ITGA1  ITGA2  ITGA2B  ITGA3  ITGA5  ITGA9  ITGAV  ITGB3  ITGB4  ITGB5  ITGB6  ITGB7  ITGB8  LAMA2  LEF1  PKP2  CACNG8  CACNG7  CACNG6  SGCA  SGCB  SGCD  SGCG  SLC8A2  SLC8A3  TCF7  ACTG1  CACNA1D  CACNA1S  CACNA2D1  CACNB1  CACNB3  CACNB4  CACNG1  TCF7L1  ACTN2  CACNA2D2"
0.000816364581730368,110,224,1.33716593563523,"Path:hsa05163 Human cytomegalovirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05163 "," CDK4  CDK6  CREB3  GNB5  ADCY1  ADCY8  ADCY9  CCR1  CCR3  CCR5  ATF2  CRK  MAPK14  CREB3L4  CTNNB1  EGFR  AKT1  AKT2  MTOR  GNA11  GNA12  GNAI3  GNAO1  GNAQ  GNAS  GNB1  GNB3  GNG3  GNG5  GNG11  GNGT1  GNGT2  GRB2  TBK1  PDIA3  IFNA1  IFNA5  IFNA6  IFNA7  IFNA8  IFNA13  IFNA14  IFNA16  IL1B  FASLG  IL6  CXCL8  IL10RA  IL10RB  ITGAV  ITGB3  KRAS  RHOA  MDM2  NFKB1  NFKBIA  NRAS  PDGFRA  GNG13  CALML5  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  CYCS  PPP3CA  PPP3R1  PRKACG  PRKCG  MAPK1  MAPK3  MAPK13  MAP2K2  MAP2K6  PTGER1  PTGER2  PTGS2  PTK2  BAX  PXN  RAC2  RAC3  RB1  GNB4  CCND1  RHEB  RPS6KB1  MAPK12  CCL2  CX3CL1  SOS2  SP1  STAT3  TNFRSF1A  TP53  TRAF2  TRAF5  TSC1  TSC2  CXCR4  CALM3  CASP8  CREB3L3  PIK3R3  RIPK1  FADD  CALML4  GNG8"
0.000816364581730368,101,203,1.35477125516397,"Path:hsa05415 Diabetic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05415 "," PPIF  ATP5PD  UQCR11  CMA1  COL1A1  COL1A2  COX5B  COX6A1  COX6A2  COX7A1  CPT1B  CPT2  PARP1  MAPK14  CTSD  CYBA  CYBB  ACE  AKT1  AKT2  MTOR  MPC2  GAPDH  SLC25A4  GSR  GYS2  MPC1L  IRS1  NDUFS7  SMAD2  MMP2  MMP9  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  NFKB1  NOS3  ATP5F1A  ATP5F1B  ATP5F1D  ATP5F1E  ATP5PB  PDHA1  PDHA2  PDK2  PDK4  ATP5MC3  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  ATP5PO  NDUFB11  PTPA  PRKCG  PRKCZ  MAPK13  NDUFA4L2  RAC2  REN  MAPK12  SDHA  SDHB  SLC2A1  NCF1  SP1  TGFB1  TGFB3  TNNI3  UQCRC1  UQCRC2  VDAC3  SLC25A31  PIK3R3  COX7A2L"
0.000917595976970374,83,162,1.39509478537207,"Path:hsa04630 JAK-STAT signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04630 "," STAM2  PIAS3  IL24  CISH  IL22RA2  CREBBP  CSF2  CSF3  CTF1  EGF  EGFR  EP300  EPO  EPOR  AKT1  AKT2  MTOR  GFAP  GRB2  IFNE  IFNA1  IFNA5  IFNA6  IFNA7  IFNA8  IFNA13  IFNA14  IFNA16  IFNAR1  IFNG  IFNGR1  IL2  IL2RA  IL2RB  IL3  IL4  IL4R  IL5  IL6  IL6ST  IL7  IL9  IL9R  IL10  IL10RA  IL10RB  IL11  IL11RA  IL12A  IL12B  IL12RB2  IL15  IL15RA  LEP  LEPR  LIF  MCL1  MPL  OSM  IL21R  PDGFB  PDGFRA  IL23A  PIAS4  PDGFRB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PRL  PRLR  IFNK  IL22RA1  CCND1  CRLF2  SOS2  STAT3  STAT5B  STAT6  STAM  PIK3R3  CCND2  OSMR"
0.000957949235142234,53,95,1.51912286965182,"Path:hsa01522 Endocrine resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01522 "," CDK4  CDKN1B  CDKN2C  DLL3  ADCY1  ADCY8  ADCY9  MAPK14  JAG1  HBEGF  EGFR  ERBB2  AKT1  AKT2  MTOR  SHC2  GNAS  GPER1  GRB2  IGF1  IGF1R  ARAF  KRAS  MDM2  MMP2  MMP9  NOTCH2  NOTCH3  NRAS  PIK3CA  PIK3CD  PIK3R1  PIK3R2  DLL4  MED1  PRKACG  MAPK1  MAPK3  MAPK13  MAP2K2  PTK2  BAX  RB1  CCND1  RPS6KB1  MAPK12  BIK  SOS2  SP1  BRAF  TP53  NCOA3  PIK3R3"
0.00109202219285687,56,102,1.49495628312017,"Path:hsa05146 Amoebiasis","http://www.genome.jp/kegg-bin/show_pathway?hsa05146 "," ADCY1  COL1A1  COL1A2  COL4A2  COL4A4  CSF2  CTSG  LAMB4  GNA11  GNA15  GNAQ  GNAS  CXCL3  HSPB1  IFNG  IL1B  IL6  CXCL8  IL10  IL12A  IL12B  ITGAM  ARG2  LAMA2  LAMA4  LAMA5  LAMB1  LAMC1  LAMC2  NFKB1  NOS2  PRDX1  SERPINB6  SERPINB9  SERPINB10  SERPINB13  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  PRKACG  PRKCG  PTK2  RAB5A  SERPINB3  TGFB1  TGFB3  TLR2  C8G  C9  VCL  RAB7A  PIK3R3  CD1A"
0.00121171849309946,82,161,1.38684719964698,"Path:hsa05206 MicroRNAs in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05206 "," BCL2L11  CDK6  CDKN1B  IGF2BP1  CDCA5  CREBBP  CRK  CYP24A1  DNMT3A  EFNA1  EFNA2  EFNA3  EGFR  EP300  ERBB2  ERBB3  FGFR3  SIRT1  MTOR  GLS2  PDCD4  GRB2  HDAC2  HMOX1  HOXD10  APC  IRS1  ITGA5  ITGB3  KRAS  RHOA  MARCKS  MCL1  MDM2  MDM4  MMP9  MMP16  ATM  NFKB1  NOTCH2  NOTCH3  NRAS  PDGFB  PDGFRA  PDGFRB  ABCB1  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  DDIT4  PRKCG  MAPK1  MAPK3  MAP2K2  PTGS2  CCND1  BCL2L2  TNN  SLC7A1  SOS2  SOX4  ST14  STAT3  THBS1  TIMP3  TP53  TPM1  VIM  FZD3  RECK  PIK3R3  SLC45A3  TP63  CCND2  WNT3A  CCNE1  CCNE2  KIF23  CDC25B"
0.00128762764850147,53,96,1.50329867309294,"Path:hsa05414 Dilated cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05414 "," CACNG3  CACNG2  ADCY1  ADCY8  ADCY9  DES  CACNG4  GNAS  IGF1  ITGA1  ITGA2  ITGA2B  ITGA3  ITGA5  ITGA9  ITGAV  ITGB3  ITGB4  ITGB5  ITGB6  ITGB7  ITGB8  LAMA2  MYH7  MYL2  MYL3  PRKACG  CACNG8  CACNG7  CACNG6  SGCA  SGCB  SGCD  SGCG  SLC8A2  SLC8A3  ACTC1  TGFB1  TGFB3  ACTG1  TNNC1  TNNI3  TNNT2  TPM1  TTN  CACNA1D  CACNA1S  CACNA2D1  CACNB1  CACNB3  CACNB4  CACNG1  CACNA2D2"
0.00143251016124959,45,79,1.55105093569656,"Path:hsa01521 EGFR tyrosine kinase inhibitor resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01521 "," BCL2L11  EGF  EGFR  ERBB2  ERBB3  AKT1  AKT2  FGF2  FGFR3  MTOR  GAB1  SHC2  GRB2  HGF  NRG1  IGF1  IGF1R  IL6  ARAF  KDR  KRAS  NRAS  PDGFB  PDGFRA  PDGFRB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  AXL  PRKCG  MAPK1  MAPK3  PDGFC  MAP2K2  BAX  RPS6KB1  SOS2  BRAF  STAT3  PDGFD  PIK3R3  EIF4E2"
0.00143251016124959,60,112,1.45872647523844,"Path:hsa04668 TNF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04668 "," DNM1L  TAB1  CREB3  MAP3K8  ATF2  MAPK14  CSF2  CREB3L4  DAB2IP  JAG1  AKT1  AKT2  VEGFD  TAB3  CXCL3  BIRC3  ICAM1  IL1B  IL6  IL15  CXCL10  IRF1  LIF  MMP3  MMP9  MMP14  NFKB1  NFKBIA  PIK3CA  PIK3CD  PIK3R1  PIK3R2  MAPK1  MAPK3  MAPK13  MAP2K6  MAP2K7  PTGS2  BCL3  MAPK12  CCL2  CXCL6  CXCL5  CX3CL1  NOD2  MAP3K7  TNFRSF1A  TNFRSF1B  TRAF2  TRAF3  TRAF5  VCAM1  CASP8  CASP10  CREB3L3  PIK3R3  RIPK1  FADD  RPS6KA4  BAG4"
0.00143251016124959,112,232,1.31453052481257,"Path:hsa04714 Thermogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04714 "," COX17  ATP5PD  CREB3  ATP5MG  ADCY1  FRS2  PPARGC1A  UQCR11  MGLL  ADCY8  ADCY9  CPT1C  COX5B  COX6A1  COX6A2  COX7A1  COX10  COX11  COX15  CPT1A  CPT1B  CPT2  ATF2  MAPK14  CREB3L4  KLB  FGFR1  KDM1A  MTOR  NDUFAF3  RPS6KA6  GNAS  GRB2  NDUFS7  KRAS  COA6  LIPE  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  NPPB  NRAS  ATP5F1A  ATP5F1B  NDUFAF1  ATP5F1D  ATP5F1E  ACTL6B  PRKAG2  ATP5PB  ATP5MC3  PLIN1  PRKAG3  ATP5PO  NDUFB11  PPARG  NDUFAF7  PRKAA2  PRKAB1  PRKAB2  PRKACG  ADCY10  PRKG2  MAPK13  NDUFA4L2  ARID1B  RHEB  RPS6KA2  RPS6KA3  RPS6KB1  MAPK12  SDHA  SDHB  PRDM16  BMP8B  SMARCC1  SMARCD3  SOS2  ACTG1  TSC1  TSC2  UCP1  UQCRC1  UQCRC2  CREB3L3  COX7A2L  NDUFAF2  ATP5MF"
0.00150323838449117,129,273,1.28667155764621,"Path:hsa05020 Prion disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05020 "," PPIF  TUBB3  TUBB4A  ATP5PD  CREB3  UQCR11  TUBA3E  GRIN3A  GRIN3B  COX5B  COX6A1  COX6A2  COX7A1  ATF2  MAPK14  CSNK2A1  CSNK2A2  KLC3  CREB3L4  CYBA  CYBB  EGR1  EIF2S1  GRIN2A  GRIN2C  GRIN2D  SLC25A4  APAF1  HSPA5  HSPA8  TUBB2B  IL1A  IL1B  IL6  NDUFS7  KIF5A  KIF5B  KLC1  LAMC1  MT-ATP6  MT-ATP8  MT-CO3  MT-CYB  MT-ND1  MT-ND4  MT-ND4L  MT-ND6  NDUFA2  NDUFA4  NDUFA5  NDUFA7  NDUFA9  NDUFA10  NDUFB1  NDUFB4  NDUFB5  NDUFB7  NDUFB8  NDUFB9  NDUFB10  NDUFC2  NDUFS2  NDUFV1  NDUFS4  NDUFS6  NDUFV2  ATP5F1A  ATP5F1B  ATP5F1D  ATP5F1E  ATP5PB  ATP5MC3  PIK3CA  PIK3CD  PIK3R1  PIK3R2  ATP5PO  CYCS  NDUFB11  PPP3CA  PPP3R1  PRKACG  MAPK1  MAPK3  MAPK13  PSMA2  PSMA3  PSMA4  PSMA5  PSMA6  PSMB1  NDUFA4L2  PSMB4  PSMB6  PSMB7  PSMC1  PSMD3  PSMD7  PSMD8  PSMD11  BAX  RAC2  MAPK12  SDHA  SDHB  KLC2  NCF1  SOD1  C5  TUBA4A  TUBB2A  C6  C8G  C9  UQCRC1  UQCRC2  VDAC3  CACNA1B  CACNA1D  CACNA1S  TUBAL3  TUBB1  SLC25A31  CREB3L3  TUBA1C  PIK3R3  CAV2  KLC4  COX7A2L"
0.00150323838449117,35,58,1.64316315601571,"Path:hsa05213 Endometrial cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05213 "," GADD45G  CTNNB1  DDB2  GADD45A  EGF  EGFR  ERBB2  AKT1  AKT2  GRB2  APC  ARAF  KRAS  MLH1  GADD45B  NRAS  LEF1  POLK  PIK3CA  PIK3CD  PIK3R1  PIK3R2  MAPK1  MAPK3  MAP2K2  BAX  CCND1  SOS2  BRAF  TCF7  TP53  AXIN1  AXIN2  TCF7L1  PIK3R3"
0.00160312613509302,104,214,1.32330576196085,"Path:hsa05417 Lipid and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05417 "," TANK  VAV3  TAB1  MIB2  MAPK14  TICAM1  CYBA  CYBB  CYP2A6  CYP2A7  CYP2C8  CYP2C9  EIF2S1  AKT1  AKT2  ERN1  LY96  POU2F3  NOX1  PYCARD  TBK1  CXCL3  APAF1  HSPA5  HSPA8  HSP90AA1  HSPD1  APOA1  APOB  ICAM1  IFNA1  IFNA5  IFNA6  IFNA7  IFNA8  IFNA13  IFNA14  IFNA16  TICAM2  IL1B  FASLG  IL6  CXCL8  IL12A  IL12B  IL18  KRAS  RHOA  LBP  MMP1  MMP3  MMP9  NFE2L2  NFKB1  NFKBIA  NOS3  NRAS  CALML5  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  PLCG1  CYCS  POU2F1  PPARG  PPP3CA  PPP3R1  MAPK1  MAPK3  MAPK13  MAP2K6  MAP2K7  PTK2  MIB1  BAX  RAP1B  MAPK12  CCL2  SELP  NCF1  SOD2  STAT3  MAP3K7  TLR2  TNFRSF1A  TP53  HSP90B1  TRAF2  TRAF3  VAV2  VCAM1  VLDLR  XBP1  CALM3  CASP6  CASP8  PIK3R3  TNFSF10  TNFRSF10B  TNFRSF10A  CALML4"
0.0018641154255816,71,138,1.40094117525314,"Path:hsa04371 Apelin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04371 "," HDAC5  KLF2  GNB5  ADCY1  PPARGC1A  ADCY8  ADCY9  JAG1  EGR1  AKT1  AKT2  RRAS2  MRAS  MTOR  GNAI3  GNAQ  GNB1  GNB3  GNG3  GNG5  GNG11  GNGT1  GNGT2  MYLK4  KRAS  LIPE  SMAD2  MEF2A  MEF2C  MYL2  MYL3  MYL4  NOS2  NOS3  NOTCH3  NRAS  SERPINE1  PDE3B  PRKAG2  GNG13  CALML5  PIK3C3  PLAT  PLCB2  PLCB4  PLIN1  PRKAG3  PRKAA2  PRKAB1  PRKAB2  PRKACG  ADCY10  MAPK1  MAPK3  MAP2K2  ACTA2  GNB4  CCND1  RPS6KB1  RRAS  SLC8A2  SLC8A3  SLC9A1  UCP1  CALM3  CAMK4  MAP1LC3B  BECN1  MYLK3  CALML4  GNG8"
0.00188823513357775,67,129,1.41424851036036,"Path:hsa04926 Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04926 "," CREB3  GNB5  ADCY1  ADCY8  ADCY9  RXFP2  COL1A1  COL1A2  COL4A2  COL4A4  ATF2  MAPK14  CREB3L4  EGFR  AKT1  AKT2  VEGFD  SHC2  GNA15  GNAI3  GNAO1  GNAS  GNB1  GNB3  GNG3  GNG5  GNG11  GNGT1  GNGT2  GRB2  INSL3  KRAS  ARRB1  SMAD2  MMP1  MMP2  MMP9  MMP13  NFKB1  NFKBIA  NOS2  NOS3  NRAS  GNG13  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  PRKACG  PRKCZ  MAPK1  MAPK3  MAPK13  MAP2K2  MAP2K7  ACTA2  GNB4  RLN1  MAPK12  SOS2  TGFB1  VEGFB  CREB3L3  PIK3R3  GNG8"
0.00205087441524492,111,232,1.30279364512674,"Path:hsa05171 Coronavirus disease-COVID-19","http://www.genome.jp/kegg-bin/show_pathway?hsa05171 "," RPL10L  MAPK14  CSF2  CSF3  CYBB  ACE  HBEGF  EGFR  F2  F13A1  F13B  FAU  FCGR2A  FGA  FGG  RPL13A  TBK1  IFNA1  IFNA5  IFNA6  IFNA7  IFNA8  IFNA13  IFNA14  IFNA16  IFNAR1  IL1B  IL2  IL6  IL6ST  CXCL8  IL12A  IL12B  CXCL10  MMP1  MMP3  NFKB1  NFKBIA  OAS3  RSL24D1  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PLCG2  PRKCG  MAPK1  MAPK3  MAPK13  EIF2AK2  MASP1  MAVS  RPL3L  RPL5  RPL6  RPL8  RPL15  RPL17  RPL18  RPL18A  RPL19  RPL21  RPL23A  RPL27  RPL30  RPL29  RPL34  RPL37  RPL37A  RPL39  RPS2  RPS3  RPS4Y1  RPS7  RPS8  RPS10  RPS11  RPS12  RPS13  RPS16  RPS19  RPS20  RPS21  RPS23  RPS26  RPS27  RPS27A  RPS28  RPS29  MAPK12  CCL2  SELP  STAT3  MAP3K7  TLR2  TLR3  TMPRSS2  TNFRSF1A  C3  TRAF3  C3AR1  C5  C5AR1  C6  C8G  C9  VWF  PIK3R3  NRP1  RPL14"
0.00210377947878569,72,141,1.39044566150387,"Path:hsa04936 Alcoholic liver disease","http://www.genome.jp/kegg-bin/show_pathway?hsa04936 "," TAB1  PPARGC1A  ADH1A  CPT1C  ADH5  CPT1A  CPT1B  MAPK14  TICAM1  CTNNB1  AKT1  AKT2  FABP1  ALDH2  ALDH1B1  SIRT1  MLYCD  LY96  IL17RA  TAB3  TBK1  CXCL3  TRA2A  ACADM  IFNA1  IFNA5  IFNA6  IFNA7  IFNA8  IFNA13  IFNA14  IFNA16  IL1B  FASLG  IL6  CXCL8  IL12A  IL12B  IL17A  ACADVL  LBP  NFKB1  NFKBIA  NOX4  ACOX1  ADIPOR1  LEF1  PRKAG2  PRKAG3  PRKAA2  PRKAB1  PRKAB2  MAPK13  MAP2K6  MAP2K7  CCND1  MAPK12  SREBF1  MAP3K7  TCF7  TNFRSF1A  C3  TRAF3  C3AR1  C5  C5AR1  TCF7L1  CASP8  IL17RC  RIPK1  FADD  ADIPOQ"
0.00210377947878569,53,98,1.47261910833594,"Path:hsa05231 Choline metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05231 "," PLA2G4B  CHKA  SLC44A3  DGKK  DGKG  DGKQ  EGF  EGFR  AKT1  AKT2  PIP5K1C  MTOR  PLA2G4D  GRB2  HIF1A  KRAS  NRAS  PCYT1A  PDGFB  PDGFRA  PDGFRB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLA2G4A  PLCG1  PLD2  PRKCG  MAPK1  MAPK3  PDGFC  MAP2K2  GPCPD1  CHPT1  RAC2  RAC3  RHEB  SLC5A7  RPS6KB1  SLC22A3  SLC22A4  SOS2  SP1  TSC1  TSC2  PDGFD  PIP5K1B  PIK3R3  DGKE  PLPP1  PLPP2  DGKI"
0.00234105823929701,63,121,1.41773746684331,"Path:hsa04152 AMPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04152 "," CREB3  CFTR  RAB10  PPARGC1A  CPT1C  CPT1A  CPT1B  CREB3L4  EEF2  AKT1  AKT2  TBC1D1  SIRT1  MLYCD  MTOR  GYS2  HMGCR  IGF1  IGF1R  IRS1  LEP  LEPR  LIPE  RAB8A  ADIPOR1  PRKAG2  CAB39  PFKFB4  PFKL  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PRKAG3  PPARG  PPP2R3C  PPP2CA  PPP2CB  PPP2R2C  PPP2R3A  PPP2R5A  PPP2R5B  PPP2R5D  STRADB  PRKAA2  PRKAB1  PRKAB2  RAB2A  CCND1  RHEB  RPS6KB1  SREBF1  STK11  MAP3K7  TSC1  TSC2  CAB39L  CREB3L3  PIK3R3  CCNA1  STRADA  G6PC3  ADIPOQ"
0.00234105823929701,63,121,1.41773746684331,"Path:hsa04919 Thyroid hormone signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04919 "," MED12L  CREBBP  CTNNB1  EP300  AKT1  AKT2  MED13L  ATP1B4  MTOR  SIN3A  KAT2A  MED4  HDAC2  HIF1A  ITGAV  ITGB3  KRAS  MDM2  MYH7  ATP1A4  ATP1B1  ATP1B2  ATP1B3  NOTCH2  NOTCH3  FXYD2  NRAS  PFKL  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCB2  PLCB4  PLCG1  PLCG2  SLCO1C1  WNT4  MED1  PRKACG  PRKCG  MAPK1  MAPK3  MAP2K2  CCND1  RHEB  SLC2A1  BMP4  SLC9A1  THRA  THRB  ACTG1  TP53  TSC2  NCOA3  PIK3R3  KAT2B  PLCZ1  MED30  MED14  MED17  MED27  NCOR1"
0.00234105823929701,70,137,1.39129143137097,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," ARPC5  ARPC3  ACTR3  ACTR2  ARPC2  VAV3  TAB1  ARPC1A  CRK  MAPK14  TICAM1  DOCK1  AKT1  AKT2  FCGR2A  PIP5K1C  FYB1  LAT  RPS6KA6  GNAQ  PYCARD  TBK1  IL1B  IL2  IL6  CXCL8  IL10  IL18  ITGA5  ARF6  RHOA  LCP2  LIMK1  MEFV  NFKB1  NFKBIA  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PLCG1  PKN1  MAPK1  MAPK3  MAPK13  MAP2K2  MAP2K6  MAP2K7  ACTR3B  PTK2  PXN  RAC2  RAC3  RPS6KA2  RPS6KA3  MAPK12  CCL2  ELMO2  WIPF3  ACTR3C  MAP3K7  ACTG1  TRAF2  VAV2  ZAP70  PIP5K1B  PIK3R3  WASL  CD4  GIT2"
0.00242635806954186,39,68,1.56169540290233,"Path:hsa05211 Renal cell carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05211 "," EGLN3  CREBBP  CRK  FLCN  EP300  EPAS1  AKT1  AKT2  ETS1  FH  GAB1  GRB2  RAPGEF1  HGF  HIF1A  ARAF  KRAS  NRAS  PAK1  PAK2  PDGFB  PIK3CA  PIK3CD  PIK3R1  PIK3R2  PRCC  MAPK1  MAPK3  MAP2K2  RAP1B  SLC2A1  SOS2  BRAF  ELOB  TGFB1  TGFB3  VHL  PIK3R3  RBX1"
0.0026066492198075,53,99,1.4577441678477,"Path:hsa04061 Viral protein interaction with cytokine and cytokine receptor","http://www.genome.jp/kegg-bin/show_pathway?hsa04061 "," CXCL13  CCL27  IL24  CCR1  CCR3  CCR4  CCR5  CCR7  CSF1R  IL34  IL37  CXCR3  CXCL3  IL2  IL2RA  IL2RB  IL6  IL6ST  CXCL8  CXCR1  IL10  IL10RA  IL10RB  IL18  CXCL10  LTBR  CXCL9  ACKR4  PF4  PF4V1  PPBP  CCL28  ACKR3  IL22RA1  CCL1  CCL2  CCL13  CCL17  CCL21  CCL22  CXCL6  CXCL5  XCL1  CX3CL1  CXCR5  TNFRSF1A  TNFRSF1B  CCR2  CXCR4  TNFSF10  TNFRSF10B  TNFRSF10A  IL18RAP"
0.0026066492198075,24,37,1.76624178623465,"Path:hsa05216 Thyroid cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05216 "," TFG  GADD45G  CTNNB1  DDB2  GADD45A  KRAS  GADD45B  NRAS  NTRK1  LEF1  POLK  PPARG  MAPK1  MAPK3  MAP2K2  BAX  CCND1  BRAF  TCF7  TP53  TPR  PAX8  CCDC6  TCF7L1"
